40,Restaurant excellent accueil très sympathique Belle carte plats originaux goûteux belle cuisine
50,Merci excellent 👌🏻 vins fins puissants fois vins originaux belles découvertes Service impeccable
40,Cuisine raffinée belle présentation est régalé aurais bien mangé peu plus morceaux morue entrée décoration salle manque peu chaleur l’accueil n' manque pas reviendrons sûrement
40,Très bon restaurant deuxième visite adorons petit plus assaisonnement serait pas refus complixité stationnement Visiter restaurant vaut peine
50,Petit restaurant grand service carte est souvent renouvelée toujours goût Autant qualité plats desserts toujours moment agréable s’y rendre
50,Excellent restaurant accueil formidable assiette parfaite très grande cuisine conseille vivement
50,retournons restaurant deuxième fois sommes nouveau ravis carte très originale change mois tout fait envie repas était excellent
40,cadre peu froid mériterait meilleure acoustique excellent déjeuner cuisine audacieuse efficace technique maîtrisée service est bien assuré accueil chaleureux nombre couverts volontairement limité bistrot gastro intimiste rapport
50,Très bonne adresse Joli cadre cuisine excellente richesse originalité produits sélectionnés très bons vins accueil top service parfait recommande restaurant +++
50,soit menus midi carte est toujours délicieux surprenant prix modéré compte tenu qualité belle cuisine est plus plus difficile manger réserver
50,Arrivé presque heure fermeture midi pancarte complet porte 2 petites tables libre tente quand même Accueil très aimable suis seul 2 tables libres ai peu temps manger ok installez 15mn plus
40,facilité réservation internet Beaucoup choix rapide très bonne accueil excellent serviceRecommande
40,Bonne cuisine régionale quantités sont énormes est presque dommage cadre est agréable peu bruyant configuration
50,Super restaurant avons été très bien accueilli a choix est qualité assiettes sont bien remplies voulez bien manger manger local conseillons fortement
50,étions venus gratin dauphinois n' avons pas été déçus était excellent monsieur est occupé était charmant A proposé rapporter gratin dauphinois a même fait dogy bag retournerons avec
50,allons 2 3 fois semaine gratin tout passe toujours bien cuisine est simple très bonne plus bière est excellente
50,assiette était copieuse repas était très bon service était rapide recommande restaurant
50,belle découverte très bon moment passé salle est bien décorée donne impression d’être lieu familier regards sourires échangent tables êtres intrusifs service parfait souriant attentif découvrir redécouvrir
30,Restaurant très agréable plats sont copieux service agréable regrette plat fromage grande qualité quitté a payer peu plus cher reviendrai
50,personnel était sympathique salle calme agréable gratins desserts exquis Pensez réserver
50,parenthèse évade déco originale parfum ambiance envoûtant cuisine exception bref tout est là papilles serez accueillis comme nulle part ailleurs Pensez réserver
50,est accueil plus chaleureux sent invité De petites attentions toilettes recommande Et si
40,Deuxième visite restaurant cuisine est raffinée assiettes sont bien présentées dois regretter cependant magret canard peu trop cuit rattes peu trop fermes conclure accueil peu plus souriant aurait été apprécié
50,Accueil plus sympa décor cosy original sent bien Très bon rapport qualité prix cuisine est raffinée délicieuse Poisson pavé boeuf monde est régalé Bref retournerons
50,déco est hyper originale cadre chaleureux carte offre nombre plats raisonnables assiettes sont tres belles délicieuses personnel est très sympa recommande
50,Moment fort sympatoche endroit joliment décoré papilles gustatives sont éclatées avoir gâtés 😁
50,était repas collègues travail avons passé très bon moment repas était délicieux dessert excellent tout super ambiance accueil était bien chaleureux écoute revenir grand plaisir même famille
50,lieu est top plats sont aussi jolis bons personnel est super sympa mieux retournerons grand plaisir
40,serait difficile découvrir lieu agréablement décoré mode bistro quartier expos photos cuisine produits frais inventive délicieuse carte bouge endroit sent bien retournait bientôt
50,Très bel endroit l’on sent suite l’aise accueil avenant chaleureux carte tout fait envie a même plat végétarien sent qu’ici travaille produits frais accord saison Cerise
50,restaurant syrien ouvert malheureusement midi est remarquable service hyper souriant plats excellents faits maison le'assiette très copieux regrette juste étroitesse salle plein gens prennent emporter excellent rapport
40,produits servis sont très frais savoureux service est rapide rapport qualité prix imbattable mezzés sont 5 € assiettes plus généreuses 11 €
50,pur régale préparation sont top service rapide attention a queue s prendre plutôt 13H
50,extérieur ne paie pas mine cuisine est vraiment excellente 11 € differentes assiettes ne va pas priver part est chiche taouk assortiment mezze assiette chiche taouk est composee 2 tres grandes
50,sommes tombés charme assiettes repartent vide fois desserts sont délicieux aussi Même enfants adorent restaurant est toujours pleins
50,Enfin ouvert travaux Rapport qualité prix toujours là très bon Personnel taquet toujours gracieux agréable
50,super adresse populaire très bonne raison assiettes mezzes sont excellentes l’accueil prix sympa demander plus continuez
50,Bonjour enfin ouverture restaurant j’attendais impatience j’y suis allée amis manger suis ravis faire découverte recommande a excellent service accueil chaleureux sourire service rapide Endroit propre
50,suis allé manger parents mois juillet Restaurant très bon excellent rapport qualité prix bon personnel Seul hic restaurant peu petit recommande
50,prends régulièrement emporter établissement A fois commande appellent assiette est-à-dire ensemble deux brochettes grosse platée riz taboulé humus tranches pita tout 10 euros est savoureux
50,an venir régulièrement arrivée peux confirmer est restaurant coup cœur année est LE restaurant venir déguster bon burger ambiance chaleureuse
50,sommes venus faire brunch enfants c était super Pourtant étions nombreux 3 adultes 5 enfants avait l espace monde carte adaptée accueil digne
50,d anniversaires copines coktails maisons originaux tres bons gentillesse peronnel plats maison copieux trop bon Parfait prix tres correct a refaire
40,semaine a plat jour prix très raisonnable généralement goûteux faut absolument aller week-end tester brunch a largement choix thèmes différents français nordique américain
20,Potatoes veille est certitude Pas fraîche dure archi cuite laissées four conserver chaud forcément durcit même couteau été difficile couper faire bruit Bref resto réputé
40,agréable surprise vraiment burgers sont juste énormes salades sont moins aussi biens gratin ravioles était généreux goûtu Desserts vraiment bons même n' avions plus tout fin déjà milieu plat résistance jeune
40,est lieu idéal déguster succulents burgers déco vintage cadre restaurant est parfait faire déjeuner dîner amis chichi produit servit assiette est frais plein
20,sommes venus compagne manger hamburger attente fut longue 1h moment sommes arrivés a été servis sachant n' avait pas énormément monde avons commander burgers
10,Attente plus heure être servis Carte pas jour personnel désagréable table dessert complètement vide comble mari avons eu intoxication alimentaire fuir
40,Découverte insolite petit restaurant lors d’une visite n’ai testé salad bar c’est top compose salade c’est super sympa pouvoir mettre qu’on veut dedans large choix desserts
10,venons déjeuner établissement sympathique ailleurs commande demande plat grenouilles serveuse fort aimable ailleurs demande rosé point surpris réponds point minutes plat rognons
50,Très joli cadre beau bar Accueil parfait service irréprochable Produits frais assiette copieuse bien présentée recommande lieu
40,Grande salle restaurant beau bar grande terrasse peut profiter Accueil sympathique service idem addition est tout même peu élevé cuisine pas vraiment complexe raffinée profite gastronomie locale est très bien charge
50,Beau cadre bon accueil bonne nourriture simple régionale prix raisonnable demander plus joli endroit jolie place ville plus agréable plus sûre
50,centre historique face Parlement Dauphinois proche téléphérique établissement a été ouvert 1739 vaut carrément détour Comme évoqué précédemment site est unique plaisirs
50,Cadre chaleureux personnel très serviable serveur m’a même offert verre chartreuse repas
40,plus vieux bar situé 1 très belle place face ancien Grande terrasse très calme puisqu'il agit place piétonne Restaurant certes 1 peu cher plat jour proposé midi 1 prix
50,soit boire verre manger pouce prendre temps endroit idéal Cuisine maison mention spéciale volaille bleu l assiette terre mer tarte noix On ne s lasse pas
20,ai choses redire passage restaurant service plus moyen serveuse coup rigole annonçant prix poisson jour a changé comme était blague alors effectivement prix n' était pas
10,Allant café table ronde temps temps amis joli cadre agréable dernière fois a assez déplu gérant été exécrable façon faire d’agir a limite insulter fais c * * * *
40,Serveur très agréable service rapide bon dīner demander plus hypo est toujours simple efficace
30,Enseigne connue est tout Accueil service correct Repas moyen Établissement pas très propre surtout dangereux entrez bar manque carrelage pleut est très glissant ne dis pas espérant probablement chute
40,sommes arrivés vendredi soir très tôt météo étant désastreuse jour avait très peu monde rues restos quartier fait n' avons pas expérimenté problème attente évoqués
20,table 9 seul point positif service serveurs serveuse très agréables qualité repas médiocre🤨 digestif offert courants d air partout ampoules tremblent
20,sommes arrivés femme avons attendu plus 40m d’être servi serveuse a dit qu’il avait groupe 30 personnes venez d’arriver l’étage qu’ils avaient mal s’en sortir inadmissible
30,Carte boissons plats attrayante première serveuse commande boissons ailleurs restaurant propose pression furtive est biere artisanale venant sassenage reviens instant plats a moment n' avions
40,Choisi menu enfant convenait enfant 2 ans aussi steak haché bio moment s’est transformé manière agréable accueil sympathique belle terrasse place bon rapport qualité
40,Nette amélioration prestations restaurant viande est excellente frites sont bien meilleures encore peu amélioration seront top
30,Brochette boeuf morceaux moins noble gras nerf frites molles sauces eau cafard comme jamais vu milieu toilettes restau vite oublier
50,Viande vraiment bonne super accueil serveur marseillais top top avons passer agréable moment
10,Très décevant Pas chauffage restaurant désordre partout nappe tachée Couscous tajine sont servis froids légumes fades insipides Bref inmangeable fuire
50,petit restaurant est très bien reçu confirmation est écrit plus bas est bon copieux fait maison sourire petit voyage assuré recommande
50,Très bon restaurant quartier propriétaire est très sympa Ambiance conviviale recommande hésitation
50,sommes passage région grenobloise avons mangé petit restaurant marocain dimanche patron est super sympa très accueillant salle est petite plaisante nourriture est bonne avons bien mangé
50,Très bon restaurant marocain très interessant cuisine succulente accueil vraiment très sympathique jolie petite salle bien décorée
50,prenons régulièrement couscous emporter sont délicieux copieux première fois avons déjeuné restaurant avons profité testé autres spécialités brick tagines pastillas salade soupe est régal
