40,Restaurant_excellent_accueil excellent_accueil_très accueil_très_sympathique très_sympathique_Belle sympathique_Belle_carte Belle_carte_plats carte_plats_originaux plats_originaux_goûteux originaux_goûteux_belle goûteux_belle_cuisine
50,Merci_excellent_👌🏻 excellent_👌🏻_vins 👌🏻_vins_fins vins_fins_puissants fins_puissants_fois puissants_fois_vins fois_vins_originaux vins_originaux_belles originaux_belles_découvertes belles_découvertes_Service découvertes_Service_impeccable
40,Cuisine_raffinée_belle raffinée_belle_présentation belle_présentation_est présentation_est_régalé est_régalé_aurais régalé_aurais_bien aurais_bien_mangé bien_mangé_peu mangé_peu_plus peu_plus_morceaux plus_morceaux_morue morceaux_morue_entrée morue_entrée_décoration entrée_décoration_salle décoration_salle_manque salle_manque_peu manque_peu_chaleur peu_chaleur_l’accueil chaleur_l’accueil_n' l’accueil_n'_manque n'_manque_pas manque_pas_reviendrons pas_reviendrons_sûrement
40,Très_bon_restaurant bon_restaurant_deuxième restaurant_deuxième_visite deuxième_visite_adorons visite_adorons_petit adorons_petit_plus petit_plus_assaisonnement plus_assaisonnement_serait assaisonnement_serait_pas serait_pas_refus pas_refus_complixité refus_complixité_stationnement complixité_stationnement_Visiter stationnement_Visiter_restaurant Visiter_restaurant_vaut restaurant_vaut_peine
50,Petit_restaurant_grand restaurant_grand_service grand_service_carte service_carte_est carte_est_souvent est_souvent_renouvelée souvent_renouvelée_toujours renouvelée_toujours_goût toujours_goût_Autant goût_Autant_qualité Autant_qualité_plats qualité_plats_desserts plats_desserts_toujours desserts_toujours_moment toujours_moment_agréable moment_agréable_s’y agréable_s’y_rendre
50,Excellent_restaurant_accueil restaurant_accueil_formidable accueil_formidable_assiette formidable_assiette_parfaite assiette_parfaite_très parfaite_très_grande très_grande_cuisine grande_cuisine_conseille cuisine_conseille_vivement
50,retournons_restaurant_deuxième restaurant_deuxième_fois deuxième_fois_sommes fois_sommes_nouveau sommes_nouveau_ravis nouveau_ravis_carte ravis_carte_très carte_très_originale très_originale_change originale_change_mois change_mois_tout mois_tout_fait tout_fait_envie fait_envie_repas envie_repas_était repas_était_excellent
40,cadre_peu_froid peu_froid_mériterait froid_mériterait_meilleure mériterait_meilleure_acoustique meilleure_acoustique_excellent acoustique_excellent_déjeuner excellent_déjeuner_cuisine déjeuner_cuisine_audacieuse cuisine_audacieuse_efficace audacieuse_efficace_technique efficace_technique_maîtrisée technique_maîtrisée_service maîtrisée_service_est service_est_bien est_bien_assuré bien_assuré_accueil assuré_accueil_chaleureux accueil_chaleureux_nombre chaleureux_nombre_couverts nombre_couverts_volontairement couverts_volontairement_limité volontairement_limité_bistrot limité_bistrot_gastro bistrot_gastro_intimiste gastro_intimiste_rapport
50,Très_bonne_adresse bonne_adresse_Joli adresse_Joli_cadre Joli_cadre_cuisine cadre_cuisine_excellente cuisine_excellente_richesse excellente_richesse_originalité richesse_originalité_produits originalité_produits_sélectionnés produits_sélectionnés_très sélectionnés_très_bons très_bons_vins bons_vins_accueil vins_accueil_top accueil_top_service top_service_parfait service_parfait_recommande parfait_recommande_restaurant recommande_restaurant_+++
50,soit_menus_midi menus_midi_carte midi_carte_est carte_est_toujours est_toujours_délicieux toujours_délicieux_surprenant délicieux_surprenant_prix surprenant_prix_modéré prix_modéré_compte modéré_compte_tenu compte_tenu_qualité tenu_qualité_belle qualité_belle_cuisine belle_cuisine_est cuisine_est_plus est_plus_plus plus_plus_difficile plus_difficile_manger difficile_manger_réserver
50,Arrivé_presque_heure presque_heure_fermeture heure_fermeture_midi fermeture_midi_pancarte midi_pancarte_complet pancarte_complet_porte complet_porte_2 porte_2_petites 2_petites_tables petites_tables_libre tables_libre_tente libre_tente_quand tente_quand_même quand_même_Accueil même_Accueil_très Accueil_très_aimable très_aimable_suis aimable_suis_seul suis_seul_2 seul_2_tables 2_tables_libres tables_libres_ai libres_ai_peu ai_peu_temps peu_temps_manger temps_manger_ok manger_ok_installez ok_installez_15mn installez_15mn_plus
40,facilité_réservation_internet réservation_internet_Beaucoup internet_Beaucoup_choix Beaucoup_choix_rapide choix_rapide_très rapide_très_bonne très_bonne_accueil bonne_accueil_excellent accueil_excellent_serviceRecommande
40,Bonne_cuisine_régionale cuisine_régionale_quantités régionale_quantités_sont quantités_sont_énormes sont_énormes_est énormes_est_presque est_presque_dommage presque_dommage_cadre dommage_cadre_est cadre_est_agréable est_agréable_peu agréable_peu_bruyant peu_bruyant_configuration
50,Super_restaurant_avons restaurant_avons_été avons_été_très été_très_bien très_bien_accueilli bien_accueilli_a accueilli_a_choix a_choix_est choix_est_qualité est_qualité_assiettes qualité_assiettes_sont assiettes_sont_bien sont_bien_remplies bien_remplies_voulez remplies_voulez_bien voulez_bien_manger bien_manger_manger manger_manger_local manger_local_conseillons local_conseillons_fortement
50,étions_venus_gratin venus_gratin_dauphinois gratin_dauphinois_n' dauphinois_n'_avons n'_avons_pas avons_pas_été pas_été_déçus été_déçus_était déçus_était_excellent était_excellent_monsieur excellent_monsieur_est monsieur_est_occupé est_occupé_était occupé_était_charmant était_charmant_A charmant_A_proposé A_proposé_rapporter proposé_rapporter_gratin rapporter_gratin_dauphinois gratin_dauphinois_a dauphinois_a_même a_même_fait même_fait_dogy fait_dogy_bag dogy_bag_retournerons bag_retournerons_avec
50,allons_2_3 2_3_fois 3_fois_semaine fois_semaine_gratin semaine_gratin_tout gratin_tout_passe tout_passe_toujours passe_toujours_bien toujours_bien_cuisine bien_cuisine_est cuisine_est_simple est_simple_très simple_très_bonne très_bonne_plus bonne_plus_bière plus_bière_est bière_est_excellente
50,assiette_était_copieuse était_copieuse_repas copieuse_repas_était repas_était_très était_très_bon très_bon_service bon_service_était service_était_rapide était_rapide_recommande rapide_recommande_restaurant
50,belle_découverte_très découverte_très_bon très_bon_moment bon_moment_passé moment_passé_salle passé_salle_est salle_est_bien est_bien_décorée bien_décorée_donne décorée_donne_impression donne_impression_d’être impression_d’être_lieu d’être_lieu_familier lieu_familier_regards familier_regards_sourires regards_sourires_échangent sourires_échangent_tables échangent_tables_êtres tables_êtres_intrusifs êtres_intrusifs_service intrusifs_service_parfait service_parfait_souriant parfait_souriant_attentif souriant_attentif_découvrir attentif_découvrir_redécouvrir
30,Restaurant_très_agréable très_agréable_plats agréable_plats_sont plats_sont_copieux sont_copieux_service copieux_service_agréable service_agréable_regrette agréable_regrette_plat regrette_plat_fromage plat_fromage_grande fromage_grande_qualité grande_qualité_quitté qualité_quitté_a quitté_a_payer a_payer_peu payer_peu_plus peu_plus_cher plus_cher_reviendrai
50,personnel_était_sympathique était_sympathique_salle sympathique_salle_calme salle_calme_agréable calme_agréable_gratins agréable_gratins_desserts gratins_desserts_exquis desserts_exquis_Pensez exquis_Pensez_réserver
50,parenthèse_évade_déco évade_déco_originale déco_originale_parfum originale_parfum_ambiance parfum_ambiance_envoûtant ambiance_envoûtant_cuisine envoûtant_cuisine_exception cuisine_exception_bref exception_bref_tout bref_tout_est tout_est_là est_là_papilles là_papilles_serez papilles_serez_accueillis serez_accueillis_comme accueillis_comme_nulle comme_nulle_part nulle_part_ailleurs part_ailleurs_Pensez ailleurs_Pensez_réserver
50,est_accueil_plus accueil_plus_chaleureux plus_chaleureux_sent chaleureux_sent_invité sent_invité_De invité_De_petites De_petites_attentions petites_attentions_toilettes attentions_toilettes_recommande toilettes_recommande_Et recommande_Et_si
40,Deuxième_visite_restaurant visite_restaurant_cuisine restaurant_cuisine_est cuisine_est_raffinée est_raffinée_assiettes raffinée_assiettes_sont assiettes_sont_bien sont_bien_présentées bien_présentées_dois présentées_dois_regretter dois_regretter_cependant regretter_cependant_magret cependant_magret_canard magret_canard_peu canard_peu_trop peu_trop_cuit trop_cuit_rattes cuit_rattes_peu rattes_peu_trop peu_trop_fermes trop_fermes_conclure fermes_conclure_accueil conclure_accueil_peu accueil_peu_plus peu_plus_souriant plus_souriant_aurait souriant_aurait_été aurait_été_apprécié
50,Accueil_plus_sympa plus_sympa_décor sympa_décor_cosy décor_cosy_original cosy_original_sent original_sent_bien sent_bien_Très bien_Très_bon Très_bon_rapport bon_rapport_qualité rapport_qualité_prix qualité_prix_cuisine prix_cuisine_est cuisine_est_raffinée est_raffinée_délicieuse raffinée_délicieuse_Poisson délicieuse_Poisson_pavé Poisson_pavé_boeuf pavé_boeuf_monde boeuf_monde_est monde_est_régalé est_régalé_Bref régalé_Bref_retournerons
