40,Restaurant_excellent excellent_accueil accueil_très très_sympathique sympathique_Belle Belle_carte carte_plats plats_originaux originaux_goûteux goûteux_belle belle_cuisine
50,Merci_excellent excellent_👌🏻 👌🏻_vins vins_fins fins_puissants puissants_fois fois_vins vins_originaux originaux_belles belles_découvertes découvertes_Service Service_impeccable
40,Cuisine_raffinée raffinée_belle belle_présentation présentation_est est_régalé régalé_aurais aurais_bien bien_mangé mangé_peu peu_plus plus_morceaux morceaux_morue morue_entrée entrée_décoration décoration_salle salle_manque manque_peu peu_chaleur chaleur_l’accueil l’accueil_n' n'_manque manque_pas pas_reviendrons reviendrons_sûrement
40,Très_bon bon_restaurant restaurant_deuxième deuxième_visite visite_adorons adorons_petit petit_plus plus_assaisonnement assaisonnement_serait serait_pas pas_refus refus_complixité complixité_stationnement stationnement_Visiter Visiter_restaurant restaurant_vaut vaut_peine
50,Petit_restaurant restaurant_grand grand_service service_carte carte_est est_souvent souvent_renouvelée renouvelée_toujours toujours_goût goût_Autant Autant_qualité qualité_plats plats_desserts desserts_toujours toujours_moment moment_agréable agréable_s’y s’y_rendre
50,Excellent_restaurant restaurant_accueil accueil_formidable formidable_assiette assiette_parfaite parfaite_très très_grande grande_cuisine cuisine_conseille conseille_vivement
50,retournons_restaurant restaurant_deuxième deuxième_fois fois_sommes sommes_nouveau nouveau_ravis ravis_carte carte_très très_originale originale_change change_mois mois_tout tout_fait fait_envie envie_repas repas_était était_excellent
40,cadre_peu peu_froid froid_mériterait mériterait_meilleure meilleure_acoustique acoustique_excellent excellent_déjeuner déjeuner_cuisine cuisine_audacieuse audacieuse_efficace efficace_technique technique_maîtrisée maîtrisée_service service_est est_bien bien_assuré assuré_accueil accueil_chaleureux chaleureux_nombre nombre_couverts couverts_volontairement volontairement_limité limité_bistrot bistrot_gastro gastro_intimiste intimiste_rapport
50,Très_bonne bonne_adresse adresse_Joli Joli_cadre cadre_cuisine cuisine_excellente excellente_richesse richesse_originalité originalité_produits produits_sélectionnés sélectionnés_très très_bons bons_vins vins_accueil accueil_top top_service service_parfait parfait_recommande recommande_restaurant restaurant_+++
50,soit_menus menus_midi midi_carte carte_est est_toujours toujours_délicieux délicieux_surprenant surprenant_prix prix_modéré modéré_compte compte_tenu tenu_qualité qualité_belle belle_cuisine cuisine_est est_plus plus_plus plus_difficile difficile_manger manger_réserver
50,Arrivé_presque presque_heure heure_fermeture fermeture_midi midi_pancarte pancarte_complet complet_porte porte_2 2_petites petites_tables tables_libre libre_tente tente_quand quand_même même_Accueil Accueil_très très_aimable aimable_suis suis_seul seul_2 2_tables tables_libres libres_ai ai_peu peu_temps temps_manger manger_ok ok_installez installez_15mn 15mn_plus
40,facilité_réservation réservation_internet internet_Beaucoup Beaucoup_choix choix_rapide rapide_très très_bonne bonne_accueil accueil_excellent excellent_serviceRecommande
40,Bonne_cuisine cuisine_régionale régionale_quantités quantités_sont sont_énormes énormes_est est_presque presque_dommage dommage_cadre cadre_est est_agréable agréable_peu peu_bruyant bruyant_configuration
50,Super_restaurant restaurant_avons avons_été été_très très_bien bien_accueilli accueilli_a a_choix choix_est est_qualité qualité_assiettes assiettes_sont sont_bien bien_remplies remplies_voulez voulez_bien bien_manger manger_manger manger_local local_conseillons conseillons_fortement
50,étions_venus venus_gratin gratin_dauphinois dauphinois_n' n'_avons avons_pas pas_été été_déçus déçus_était était_excellent excellent_monsieur monsieur_est est_occupé occupé_était était_charmant charmant_A A_proposé proposé_rapporter rapporter_gratin gratin_dauphinois dauphinois_a a_même même_fait fait_dogy dogy_bag bag_retournerons retournerons_avec
50,allons_2 2_3 3_fois fois_semaine semaine_gratin gratin_tout tout_passe passe_toujours toujours_bien bien_cuisine cuisine_est est_simple simple_très très_bonne bonne_plus plus_bière bière_est est_excellente
50,assiette_était était_copieuse copieuse_repas repas_était était_très très_bon bon_service service_était était_rapide rapide_recommande recommande_restaurant
50,belle_découverte découverte_très très_bon bon_moment moment_passé passé_salle salle_est est_bien bien_décorée décorée_donne donne_impression impression_d’être d’être_lieu lieu_familier familier_regards regards_sourires sourires_échangent échangent_tables tables_êtres êtres_intrusifs intrusifs_service service_parfait parfait_souriant souriant_attentif attentif_découvrir découvrir_redécouvrir
